name,Id,location,score,length,start,end,Floor,Area,ZX,ZY,length
,741,69719.3778,,3.76915,69715.60865,69723.14695,3,376.915,116.3980031,39.87273538,11.30745
,742,69728.6252,,1.6836,69726.9416,69730.3088,2,252.54,116.418072,39.87274463,5.0508
,743,69742.0219,,7.116066667,69734.90583,69749.13797,4,533.705,116.4056489,39.87275802,21.3482
,744,69743.5219,,7.116066667,69736.40583,69750.63797,4,533.705,116.4048477,39.87275952,21.3482
,745,69749.9901,,29.68916667,69720.30093,69779.67927,5,1781.35,116.4158141,39.87276599,89.0675
,746,69763.072,,11.64153333,69751.43047,69774.71353,2,1746.23,116.4329797,39.87277907,34.9246
,747,69763.1254,,5.71216,69757.41324,69768.83756,4,428.412,116.4063976,39.87277913,17.13648
,748,69769.5749,,1.048653333,69768.52625,69770.62355,1,314.596,116.4089321,39.87278557,3.14596
,749,69780.6728,,5.14693,69775.52587,69785.81973,3,514.693,116.4006442,39.87279667,15.44079
,750,69784.066,,33.15236667,69750.91363,69817.21837,10,994.571,116.4136922,39.87280007,99.4571
,751,69800.95,,5.15053,69795.79947,69806.10053,3,515.053,116.4014526,39.87281695,15.45159
,752,69810.6846,,0.271269,69810.41333,69810.95587,1,81.3807,116.4074045,39.87282668,0.813807
,753,69815.4729,,3.90649,69811.56641,69819.37939,3,390.649,116.395163,39.87283147,11.71947
,754,69824.5492,,7.09356,69817.45564,69831.64276,4,532.017,116.4079926,39.87284055,21.28068
,755,69834.35,,4.01822,69830.33178,69838.36822,3,401.822,116.402163,39.87285035,12.05466
,756,69862.1175,,6.28245,69855.83505,69868.39995,3,628.245,116.3961626,39.87287812,18.84735
,757,69879.6222,,4.02064,69875.60156,69883.64284,3,402.064,116.402815,39.87289562,12.06192
,758,69880.9245,,3.76915,69877.15535,69884.69365,3,376.915,116.3971593,39.87289692,11.30745
,759,69898.35,,4.01837,69894.33163,69902.36837,3,401.837,116.4034385,39.87291435,12.05511
,760,69903.2778,,3.76914,69899.50866,69907.04694,3,376.914,116.3979855,39.87291928,11.30742
,761,69919.55,,5.29153,69914.25847,69924.84153,3,529.153,116.404102,39.87293555,15.87459
,762,69959.6773,,7.115693333,69952.56161,69966.79299,4,533.677,116.4056469,39.87297568,21.34708
,763,69967.3773,,7.11544,69960.26186,69974.49274,4,533.658,116.4048379,39.87298338,21.34632
,764,69976.5734,,5.71256,69970.86084,69982.28596,4,428.442,116.4063656,39.87299257,17.13768
,765,69988.2696,,2.880906667,69985.38869,69991.15051,4,216.068,116.4086879,39.87300427,8.64272
,766,69999.8,,3.72969,69996.07031,70003.52969,3,372.969,116.3951554,39.8730158,11.18907
,767,70040.7775,,6.127773333,70034.64973,70046.90527,4,459.583,116.4079759,39.87305678,18.38332
,768,70041.0616,,6.28377,70034.77783,70047.34537,3,628.377,116.3961549,39.87305706,18.85131
,769,70046.8915,,12.05728,70034.83422,70058.94878,12,301.432,116.4145714,39.87306289,36.17184
,770,70047.4308,,11.33788,70036.09292,70058.76868,4,850.341,116.3987807,39.87306343,34.01364
,771,70058.9767,,3.76956,70055.20714,70062.74626,3,376.956,116.3971614,39.87307498,11.30868
,772,70064.9245,,3.77437,70061.15013,70068.69887,3,377.437,116.3978587,39.87308092,11.32311
,773,70066.6005,,4.71512,70061.88538,70071.31562,3,471.512,116.3912078,39.8730826,14.14536
,774,70066.9409,,4.151893333,70062.78901,70071.09279,2,622.784,116.4091184,39.87308294,12.45568
,775,70069.3115,,13.9741,70055.3374,70083.2856,3,1397.41,116.3908276,39.87308531,41.9223
,776,70176.7738,,3.277813333,70173.49599,70180.05161,2,491.672,116.4122319,39.87319277,9.83344
,777,70181.4083,,0.568453333,70180.83985,70181.97675,1,170.536,116.4117959,39.87319741,1.70536
昭亨门,778,70189.9774,,0.770103333,70189.2073,70190.7475,1,231.031,116.4071027,39.87320598,2.31031
,779,70205.05,,5.83189,70199.21811,70210.88189,3,583.189,116.395255,39.87322105,17.49567
,780,70222.4175,,6.28242,70216.13508,70228.69992,3,628.242,116.3961455,39.87323842,18.84726
,781,70236.728,,5.14734,70231.58066,70241.87534,3,514.734,116.3970464,39.87325273,15.44202
,782,70248.55,,5.1505,70243.3995,70253.7005,3,515.05,116.3977982,39.87326455,15.4515
,783,70337.1185,,29.2708,70307.8477,70366.3893,4,2195.31,116.4176764,39.87335312,87.8124
,784,70409.8848,,0.247550333,70409.63725,70410.13235,1,74.2651,116.3923839,39.87342588,0.742651
广利门,785,70414.7176,,1.398806667,70413.31879,70416.11641,2,209.821,116.3996616,39.87343072,4.19642
,786,70423.0279,,2.606133333,70420.42177,70425.63403,2,390.92,116.395094,39.87343903,7.8184
,787,70447.9763,,9.610893333,70438.36541,70457.58719,4,720.817,116.3967906,39.87346398,28.83268
,788,70459.1476,,41.4207,70417.7269,70500.5683,3,4142.07,116.4141597,39.87347515,124.2621
,789,70465.0748,,20.6028,70444.472,70485.6776,4,1545.21,116.390953,39.87348107,61.8084
,790,70502.35,,4.99772,70497.35228,70507.34772,3,499.772,116.3993345,39.87351835,14.99316
,791,70503.3,,0.366523333,70502.93348,70503.66652,1,109.957,116.392261,39.8735193,1.09957
,792,70508.1327,,0.326541667,70507.80616,70508.45924,1,97.9625,116.3924849,39.87352413,0.979625
,793,70514.2,,14.02994,70500.17006,70528.22994,6,701.497,116.3959135,39.8735302,42.08982
,794,70517.4182,,7.798533333,70509.61967,70525.21673,2,1169.78,116.4123178,39.87353342,23.3956
,795,70592.1253,,0.211076333,70591.91422,70592.33638,1,63.3229,116.3921409,39.87360813,0.633229
,796,70598.8151,,0.218974333,70598.59613,70599.03407,1,65.6923,116.3923723,39.87361482,0.656923
,797,70603.55,,3.91118,70599.63882,70607.46118,3,391.118,116.3950941,39.87361955,11.73354
,798,70674.4685,,5.779346667,70668.68915,70680.24785,2,866.902,116.3990723,39.87369047,17.33804
,799,70690.0901,,10.15078333,70679.93932,70700.24088,5,609.047,116.4131175,39.87370609,30.45235
,800,70716.95,,9.933283333,70707.01672,70726.88328,5,595.997,116.3967129,39.87373295,29.79985
,801,70789.1435,,3.91006,70785.23344,70793.05356,3,391.006,116.3950875,39.87380514,11.73018
,802,70814.2363,,31.5476,70782.6887,70845.7839,4,2366.07,116.3907505,39.87383024,94.6428
,803,70867.7287,,17.33506667,70850.39363,70885.06377,4,1300.13,116.3974829,39.87388373,52.0052
,804,70908.45,,17.15116667,70891.29883,70925.60117,5,1029.07,116.3958252,39.87392445,51.4535
,805,70928.1727,,42.89,70885.2827,70971.0627,5,2573.4,116.4160472,39.87394417,128.67
,806,70988.4165,,15.8748,70972.5417,71004.2913,5,952.488,116.4126379,39.87400442,47.6244
,807,70990.0972,,18.49516,70971.60204,71008.59236,6,924.758,116.4177249,39.8740061,55.48548
,808,71028.7007,,12.1928,71016.5079,71040.8935,5,731.568,116.3967976,39.8740447,36.5784
,809,71032.1525,,4.04845,71028.10405,71036.20095,3,404.845,116.4171574,39.87404815,12.14535
APM Beijing Puhua International Hospital,810,71076.9765,,7.661133333,71069.31537,71084.63763,1,2298.34,116.3989552,39.87409298,22.9834
,811,71124.1167,,17.32626667,71106.79043,71141.44297,4,1299.47,116.4142148,39.87414012,51.9788
,812,71210.35,,1.66334,71208.68666,71212.01334,2,249.501,116.3949925,39.87422635,4.99002
,813,71275.2,,11.75988,71263.44012,71286.95988,6,587.994,116.3957775,39.8742912,35.27964
,814,71275.6688,,24.3422,71251.3266,71300.011,6,1217.11,116.4162934,39.87429167,73.0266
,815,71319.4741,,17.47683333,71301.99727,71336.95093,5,1048.61,116.4126094,39.87433547,52.4305
,816,71319.8508,,8.686733333,71311.16407,71328.53753,5,521.204,116.4171234,39.87433585,26.0602
,817,71344,,14.736,71329.264,71358.736,6,736.8,116.3967068,39.87436,44.208
,818,71347.4568,,9.819833333,71337.63697,71357.27663,5,589.19,116.4138511,39.87436346,29.4595
,819,71364.8293,,3.90884,71360.92046,71368.73814,3,390.884,116.3950651,39.87438083,11.72652
,820,71372.7755,,18.90328,71353.87222,71391.67878,6,945.164,116.417754,39.87438878,56.70984
,821,71473.8159,,2.6468,71471.1691,71476.4627,3,264.68,116.3954137,39.87448982,7.9404
,822,71500.152,,2.61717,71497.53483,71502.76917,3,261.717,116.3962792,39.87451615,7.85151
,823,71531.6241,,4.44739,71527.17671,71536.07149,3,444.739,116.3956437,39.87454762,13.34217
,824,71548.1534,,3.91121,71544.24219,71552.06461,3,391.121,116.3950557,39.87456415,11.73363
,825,71567.6419,,2.639033333,71565.00287,71570.28093,2,395.855,116.415565,39.87458364,7.9171
,826,71634.5816,,9.786033333,71624.79557,71644.36763,5,587.162,116.4123067,39.87465058,29.3581
,827,71638.7195,,8.688906667,71630.03059,71647.40841,4,651.668,116.3972725,39.87465472,26.06672
,828,71678.1292,,18.09233333,71660.03687,71696.22153,5,1085.54,116.4135709,39.87469413,54.277
,829,71729.4935,,3.91047,71725.58303,71733.40397,3,391.047,116.3950463,39.87474549,11.73141
,830,71828.2243,,0.779743333,71827.44456,71829.00404,1,233.923,116.3957508,39.87484422,2.33923
,831,71873.1086,,12.00445,71861.10415,71885.11305,5,720.267,116.4154832,39.87488911,36.01335
,832,71912.0288,,3.90919,71908.11961,71915.93799,3,390.919,116.3950401,39.87492803,11.72757
,833,72003.1844,,32.89466667,71970.28973,72036.07907,4,2467.1,116.4175418,39.87501918,98.684
,834,72011.9592,,16.568,71995.3912,72028.5272,5,994.08,116.4135626,39.87502796,49.704
,835,72045.479,,13.41966667,72032.05933,72058.89867,5,805.18,116.4144864,39.87506148,40.259
,836,72092.1509,,3.91117,72088.23973,72096.06207,3,391.117,116.3950371,39.87510815,11.73351
,837,72137.2733,,11.15882667,72126.11447,72148.43213,4,836.912,116.4164455,39.87515327,33.47648
,838,72207.6243,,1.338823333,72206.28548,72208.96312,1,401.647,116.3954671,39.87522362,4.01647
,839,72243,,17.618,72225.382,72260.618,5,1057.08,116.4156637,39.875259,52.854
,840,72267.5401,,3.90998,72263.63012,72271.45008,3,390.998,116.3950277,39.87528354,11.72994
,841,72278.3229,,52.28,72226.0429,72330.6029,4,3921,116.3978347,39.87529432,156.84
,842,72341.7162,,7.848516667,72333.86768,72349.56472,5,470.911,116.4139191,39.87535772,23.54555
,843,72504.7398,,38.4296,72466.3102,72543.1694,3,3842.96,116.3959703,39.87552074,115.2888
,844,72574.6558,,7.354266667,72567.30153,72582.01007,2,1103.14,116.3966567,39.87559066,22.0628
,845,72625.9907,,5.48868,72620.50202,72631.47938,4,411.651,116.4144128,39.87564199,16.46604
,846,72692.9377,,29.5235,72663.4142,72722.4612,5,1771.41,116.415664,39.87570894,88.5705
,847,72879.191,,6.88291,72872.30809,72886.07391,3,688.291,116.3966526,39.87589519,20.64873
,848,72893.4282,,30.63093333,72862.79727,72924.05913,4,2297.32,116.3976029,39.87590943,91.8928
,849,73022.9684,,4.989733333,73017.97867,73027.95813,2,748.46,116.3907512,39.87603897,14.9692
,850,73164.0962,,3.67846,73160.41774,73167.77466,2,551.769,116.396353,39.8761801,11.03538
,851,73278.4751,,10.98846667,73267.48663,73289.46357,5,659.308,116.3908511,39.87629448,32.9654
,852,73373.2536,,7.040866667,73366.21273,73380.29447,2,1056.13,116.3971256,39.87638925,21.1226
,853,73485.4538,,17.3179,73468.1359,73502.7717,3,1731.79,116.3961797,39.87650145,51.9537
,854,73584.0759,,0.723966667,73583.35193,73584.79987,2,108.595,116.3968516,39.87660008,2.1719
,855,73612.3317,,8.205183333,73604.12652,73620.53688,5,492.311,116.3948115,39.87662833,24.61555
,856,73685.0002,,7.34886,73677.65134,73692.34906,3,734.886,116.3953892,39.876701,22.04658
,857,73712.0951,,11.32258333,73700.77252,73723.41768,5,679.355,116.3908298,39.8767281,33.96775
,858,73867.0404,,7.76885,73859.27155,73874.80925,3,776.885,116.3959593,39.87688304,23.30655
,859,73902.7743,,2.3913,73900.383,73905.1656,3,239.13,116.3950123,39.87691877,7.1739
,860,73911.4186,,2.753046667,73908.66555,73914.17165,2,412.957,116.3966997,39.87692742,8.25914
,861,73920.1713,,5.056626667,73915.11467,73925.22793,2,758.494,116.3973664,39.87693617,15.16988
,862,74065.5168,,10.47173333,74055.04507,74075.98853,5,628.304,116.3907076,39.87708152,31.4152
,863,74097.3781,,2.39129,74094.98681,74099.76939,3,239.129,116.3949965,39.87711338,7.17387
,864,74279.5781,,2.39128,74277.18682,74281.96938,3,239.128,116.3949833,39.87729558,7.17384
,865,74458.4019,,2.39281,74456.00909,74460.79471,3,239.281,116.3949701,39.8774744,7.17843
,866,74486.3233,,6.88066,74479.44264,74493.20396,3,688.066,116.3957575,39.87750232,20.64198
,867,74488.4211,,37.21532,74451.20578,74525.63642,12,930.383,116.3897877,39.87750442,111.64596
,868,74632.1781,,2.39127,74629.78683,74634.56937,3,239.127,116.3949679,39.87764818,7.17381
,869,74814.3781,,2.39127,74811.98683,74816.76937,3,239.127,116.3949657,39.87783038,7.17381
,870,74988.1257,,2.39126,74985.73444,74990.51696,3,239.126,116.3949568,39.87800413,7.17378
,871,75067.45,,17.84798,75049.60202,75085.29798,6,892.399,116.3903987,39.87808345,53.54394
,872,75163.6,,2.3932,75161.2068,75165.9932,3,239.32,116.3949503,39.8781796,7.1796
,873,75390.1743,,21.905,75368.2693,75412.0793,5,1314.3,116.3965226,39.87840617,65.715
,874,75523.35,,6.019546667,75517.33045,75529.36955,2,902.932,116.390286,39.87853935,18.05864
,875,75823.1491,,20.66046667,75802.48863,75843.80957,2,3099.07,116.396294,39.87883915,61.9814
,876,76040.9674,,27.5304,76013.437,76068.4978,4,2064.78,116.3905448,39.87905697,82.5912
天桥百货商场,877,76096.9914,,35.48833333,76061.50307,76132.47973,5,2129.3,116.3917241,39.87911299,106.465
祈谷门,878,76604.5898,,1.097306667,76603.49249,76605.68711,2,164.596,116.3943459,39.87962059,3.29192
,879,76613.877,,42.0682,76571.8088,76655.9452,6,2103.41,116.3902394,39.87962988,126.2046
,880,77208.8498,,95.4688,77113.381,77304.3186,7,4091.52,116.3901642,39.88022485,286.4064
天桥艺术中心,881,77556.023,,317.8536667,77238.16933,77873.87667,7,13622.3,116.3916166,39.88057202,953.561
劲松八区824楼,882,77848.9247,,18.0985,77830.8262,77867.0232,6,904.925,116.4414042,39.88086492,54.2955
劲松八区823楼,883,78228.776,,18.11416,78210.66184,78246.89016,6,905.708,116.4414095,39.88124478,54.34248
劲松八区822楼,884,78597.076,,18.11168,78578.96432,78615.18768,6,905.584,116.4414254,39.88161308,54.33504
自然博物馆,885,78786.774,,82.59026667,78704.18373,78869.36427,4,6194.27,116.393841,39.88180277,247.7708
劲松八区821楼,886,78934.576,,18.11398,78916.46202,78952.68998,6,905.699,116.4414259,39.88195058,54.34194
,887,79757.6,,11.30056667,79746.29943,79768.90057,5,678.034,116.4367551,39.8827736,33.9017
,888,85248.4,,65.72478,85182.67522,85314.12478,22,896.247,116.4366763,39.8882644,197.17434
,889,85645.75,,65.7239,85580.0261,85711.4739,22,896.235,116.4361538,39.88866175,197.1717
,890,86108.5254,,65.71114,86042.81426,86174.23654,22,896.061,116.4365653,39.88912453,197.13342
,891,86477.6746,,65.71121333,86411.96339,86543.38581,22,896.062,116.4360088,39.88949367,197.13364
,892,86883.4254,,65.71040667,86817.71499,86949.13581,22,896.051,116.4364686,39.88989943,197.13122
,893,89665.2746,,18.2379,89647.0367,89683.5125,15,364.758,116.4398478,39.89268127,54.7137
,894,89669.3253,,14.93661667,89654.38868,89684.26192,5,896.197,116.4404729,39.89268533,44.80985
,895,89692.05,,12.8676,89679.1824,89704.9176,10,386.028,116.4418709,39.89270805,38.6028
,896,89743.5,,7.6952,89735.8048,89751.1952,15,153.904,116.439634,39.8927595,23.0856
,897,89949.3759,,6.452506667,89942.92339,89955.82841,4,483.938,116.4418377,39.89296538,19.35752
,898,89952.2966,,8.93688,89943.35972,89961.23348,4,670.266,116.4412694,39.8929683,26.81064
,899,89965.2245,,114.4745,89850.75,90079.699,21,1635.35,116.4404137,39.89298122,343.4235
,900,90322.7745,,27.40155,90295.37295,90350.17605,9,913.385,116.4413839,39.89333877,82.20465
,901,90377.75,,13.41381,90364.33619,90391.16381,9,447.127,116.4419251,39.89339375,40.24143
,902,90385.55,,11.81130667,90373.73869,90397.36131,16,221.462,116.439761,39.89340155,35.43392
,903,90439.7,,10.01482667,90429.68517,90449.71483,16,187.778,116.4395795,39.8934557,30.04448
,904,90507.9,,1.008506667,90506.89149,90508.90851,1,302.552,116.4389581,39.8935239,3.02552
,905,90938.8,,56.4357,90882.3643,90995.2357,9,1881.19,116.4405322,39.8939548,169.3071
,906,90966.4,,53.63353333,90912.76647,91020.03353,14,1149.29,116.4395764,39.8939824,160.9006
,907,91361.549,,30.7455,91330.8035,91392.2945,9,1024.85,116.4400267,39.89437755,92.2365
,908,91610.0202,,19.33162667,91590.68857,91629.35183,16,362.468,116.4388192,39.89462602,57.99488
,909,91762.7024,,7.563216667,91755.13918,91770.26562,5,453.793,116.4324841,39.8947787,22.68965
,910,91837.4212,,40.8408,91796.5804,91878.262,11,1113.84,116.4310707,39.89485342,122.5224
,911,92094.3193,,32.7075,92061.6118,92127.0268,5,1962.45,116.4327469,39.89511032,98.1225
,912,92193.853,,8.8236,92185.0294,92202.6766,5,529.416,116.4324482,39.89520985,26.4708
,913,92267.6663,,60.82043333,92206.84587,92328.48673,7,2606.59,116.4334775,39.89528367,182.4613
,914,92450.4264,,27.83663667,92422.58976,92478.26304,11,759.181,116.4299848,39.89546643,83.50991
,915,92453.7051,,42.2774,92411.4277,92495.9825,11,1153.02,116.4310042,39.89546971,126.8322
,916,92680.1,,14.49222,92665.60778,92694.59222,6,724.611,116.4295916,39.8956961,43.47666
,917,92838.1883,,35.31421667,92802.87408,92873.50252,11,963.115,116.4332675,39.89585419,105.94265
,918,92857.8494,,6.444966667,92851.40443,92864.29437,2,966.745,116.4322445,39.89587385,19.3349
,919,92903.5,,10.1479,92893.3521,92913.6479,10,304.437,116.4289405,39.8959195,30.4437
,920,92950.85,,38.542,92912.308,92989.392,10,1156.26,116.4283814,39.89596685,115.626
,921,92968.2727,,52.3872,92915.8855,93020.6599,6,2619.36,116.4303915,39.89598427,157.1616
,922,93124.6,,5.4455,93119.1545,93130.0455,6,272.275,116.4326456,39.8961406,16.3365
,923,93128.5217,,10.26656667,93118.25513,93138.78827,5,615.994,116.4317533,39.89614452,30.7997
,924,93148.7022,,8.762283333,93139.93992,93157.46448,5,525.737,116.4322732,39.8961647,26.28685
,925,93890.1263,,12.53206667,93877.59423,93902.65837,2,1879.81,116.4289408,39.89690613,37.5962
,926,93984.5253,,10.23305,93974.29225,93994.75835,5,613.983,116.4283227,39.89700053,30.69915
,927,94002.9244,,5.19695,93997.72745,94008.12135,5,311.817,116.4279391,39.89701892,15.59085
,928,94034.75,,6.808216667,94027.94178,94041.55822,5,408.493,116.427621,39.89705075,20.42465
,929,94288.0406,,10.74668,94277.29392,94298.78728,6,537.334,116.428315,39.89730404,32.24004
,930,94328.4227,,5.75786,94322.66484,94334.18056,6,287.893,116.4278715,39.89734442,17.27358
,931,94363.95,,4.26576,94359.68424,94368.21576,6,213.288,116.4275548,39.89737995,12.79728
,932,94420.0121,,108.3360667,94311.67603,94528.34817,22,1477.31,116.4395574,39.89743601,325.0082
,933,94434.6,,4.208733333,94430.39127,94438.80873,4,315.655,116.4297419,39.8974506,12.6262
,934,94446.4,,5.806893333,94440.59311,94452.20689,4,435.517,116.4300694,39.8974624,17.42068
,935,94458.8,,4.649013333,94454.15099,94463.44901,4,348.676,116.429402,39.8974748,13.94704
,936,94525.95,,0.517608667,94525.43239,94526.46761,2,77.6413,116.4302838,39.89754195,1.552826
,937,94629.85,,8.43472,94621.41528,94638.28472,6,421.736,116.428307,39.89764585,25.30416
,938,94659.95,,7.87296,94652.07704,94667.82296,6,393.648,116.4279452,39.89767595,23.61888
,939,94701.9029,,4.330893333,94697.57201,94706.23379,4,324.817,116.4276155,39.8977179,12.99268
,940,94739.1511,,9.080746667,94730.07035,94748.23185,4,681.056,116.4299692,39.89775515,27.24224
,941,94745.85,,5.584693333,94740.26531,94751.43469,4,418.852,116.4294277,39.89776185,16.75408
,942,94895.8,,39.7646,94856.0354,94935.5646,6,1988.23,116.428835,39.8979118,119.2938
,943,94933.1,,27.7868,94905.3132,94960.8868,4,2084.01,116.4411006,39.8979491,83.3604
,944,94939.95,,7.633546667,94932.31645,94947.58355,4,572.516,116.4273883,39.89795595,22.90064
,945,94970.45,,6.616833333,94963.83317,94977.06683,5,397.01,116.4282869,39.89798645,19.8505
,946,94992.5208,,60.18,94932.3408,95052.7008,18,1003,116.4402714,39.89800852,180.54
,947,94994.1468,,6.756133333,94987.39067,95000.90293,5,405.368,116.4279395,39.89801015,20.2684
,948,95003.35,,10.73162,94992.61838,95014.08162,6,536.581,116.430096,39.89801935,32.19486
,949,95041.75,,5.110106667,95036.63989,95046.86011,4,383.258,116.4276148,39.89805775,15.33032
,950,95042.6789,,6.5987,95036.0802,95049.2776,6,329.935,116.4297186,39.89805868,19.7961
,951,95065.05,,7.35542,95057.69458,95072.40542,6,367.771,116.4294041,39.89808105,22.06626
,952,95092.9,,11.24765,95081.65235,95104.14765,5,674.859,116.4307001,39.8981089,33.74295
,953,95306.15,,10.32458,95295.82542,95316.47458,6,516.229,116.4282889,39.89832215,30.97374
,954,95319.0438,,10.97861667,95308.06518,95330.02242,5,658.717,116.4300339,39.89833504,32.93585
,955,95342.2,,6.88208,95335.31792,95349.08208,6,344.104,116.4279319,39.8983582,20.64624
,956,95373.926,,5.803866667,95368.12213,95379.72987,4,435.29,116.4275538,39.89838993,17.4116
,957,95393.6713,,4.125133333,95389.54617,95397.79643,2,618.77,116.4297023,39.89840967,12.3754
,958,95435.479,,4.975293333,95430.50371,95440.45429,2,746.294,116.4293956,39.89845148,14.92588
,959,95544.1769,,21.7122,95522.4647,95565.8891,6,1085.61,116.4286286,39.89856018,65.1366
,960,95687.5,,9.455,95678.045,95696.955,6,472.75,116.4279673,39.8987035,28.365
,961,95739.15,,12.8,95726.35,95751.95,6,640,116.427527,39.89875515,38.4
,962,95743.25,,14.47598,95728.77402,95757.72598,6,723.799,116.4402429,39.89875925,43.42794
,963,95836.1926,,124.1849,95712.0077,95960.3775,21,1774.07,116.4381753,39.89885219,372.5547
,964,96023.95,,9.429733333,96014.52027,96033.37973,5,565.784,116.4399083,39.89903995,28.2892
北京城东南角楼,965,97096.0397,,6.17422,97089.86548,97102.21392,3,617.422,116.4291404,39.90011204,18.52266
,966,97175.9321,,4.194146667,97171.73795,97180.12625,2,629.122,116.4351081,39.90019193,12.58244
,967,97237.2832,,15.4476,97221.8356,97252.7308,4,1158.57,116.4374842,39.90025328,46.3428
,968,97260.9969,,3.1058,97257.8911,97264.1027,2,465.87,116.4381322,39.900277,9.3174
,969,97265.3471,,1.902626667,97263.44447,97267.24973,2,285.394,116.4362573,39.90028135,5.70788
,970,97423.0485,,6.1108,97416.9377,97429.1593,3,611.08,116.4352941,39.90043905,18.3324
,971,97472.6,,2.376186667,97470.22381,97474.97619,2,356.428,116.4357794,39.9004886,7.12856
,972,97476.05,,2.76157,97473.28843,97478.81157,3,276.157,116.4258495,39.90049205,8.28471
,973,97476.1519,,17.0579,97459.094,97493.2098,3,1705.79,116.4250663,39.90049215,51.1737
,974,97513.1219,,7.292226667,97505.82967,97520.41413,4,546.917,116.4378343,39.90052912,21.87668
,975,97513.522,,13.4598,97500.0622,97526.9818,3,1345.98,116.4264701,39.90052952,40.3794
,976,97535.1139,,7.60406,97527.50984,97542.71796,3,760.406,116.4372664,39.90055111,22.81218
,977,97542.8521,,8.90876,97533.94334,97551.76086,4,668.157,116.4362537,39.90055885,26.72628
,978,98182.4247,,3.398886667,98179.02581,98185.82359,2,509.833,116.4273167,39.90119842,10.19666
,979,98318.36,,2.73455,98315.62545,98321.09455,3,273.455,116.4261039,39.90133436,8.20365
,980,98469.3928,,2.850226667,98466.54257,98472.24303,2,427.534,116.4284778,39.90148539,8.55068
,981,98476.7028,,7.89617,98468.80663,98484.59897,3,789.617,116.4258898,39.9014927,23.68851
,982,98614.6221,,2.8328,98611.7893,98617.4549,3,283.28,116.4250098,39.90163062,8.4984
,983,98627.7,,2.96479,98624.73521,98630.66479,3,296.479,116.4252533,39.9016437,8.89437
,984,98630.9832,,15.03126667,98615.95193,98646.01447,2,2254.69,116.4267084,39.90164698,45.0938
,985,98821.8388,,3.296606667,98818.54219,98825.13541,2,494.491,116.4273235,39.90183784,9.88982
,986,98872.1248,,2.0417,98870.0831,98874.1665,2,306.255,116.4251462,39.90188812,6.1251
,987,99024.4954,,8.43177,99016.06363,99032.92717,3,843.177,116.4260312,39.9020405,25.29531
,988,99122.9605,,12.50996,99110.45054,99135.47046,4,938.247,116.424032,39.90213896,37.52988
,989,99123.2,,4.822626667,99118.37737,99128.02263,4,361.697,116.4235301,39.9021392,14.46788
,990,99190.25,,1.732113333,99188.51789,99191.98211,2,259.817,116.4250554,39.90220625,5.19634
售票厅,991,99192.2596,,14.39426667,99177.86533,99206.65387,2,2159.14,116.419429,39.90220826,43.1828
,992,99385.9981,,2.011683333,99383.98642,99388.00978,1,603.505,116.427846,39.902402,6.03505
,993,99480.9,,233.7136667,99247.18633,99714.61367,7,10016.3,116.433477,39.9024969,701.141
,994,99507.3532,,1.542388333,99505.81081,99508.89559,5,92.5433,116.4206925,39.90252335,4.627165
,995,99515.3313,,1.939183333,99513.39212,99517.27048,5,116.351,116.421452,39.90253133,5.81755
,996,99604.8416,,1.936693333,99602.90491,99606.77829,2,290.504,116.4224652,39.90262084,5.81008
,997,99635.1943,,0.903485,99634.29082,99636.09779,5,54.2091,116.4198542,39.90265119,2.710455
,998,99638.0972,,0.434438,99637.66276,99638.53164,2,65.1657,116.4188757,39.9026541,1.303314
,999,99645.6594,,1.938666667,99643.72073,99647.59807,5,116.32,116.422215,39.90266166,5.816
,1000,99692.1734,,6.822816667,99685.35058,99698.99622,5,409.369,116.4209265,39.90270817,20.46845
,1001,99730.0741,,1.263093333,99728.81101,99731.33719,2,189.464,116.4187066,39.90274607,3.78928
,1002,99755.3026,,2.06702,99753.23558,99757.36962,2,310.053,116.418553,39.9027713,6.20106
,1003,99784.9,,63.40036667,99721.49963,99848.30037,17,1118.83,116.4367292,39.9028009,190.2011
Beijing Supreme People's Court,1004,99788.3751,,74.94533333,99713.42977,99863.32043,2,11241.8,116.43171,39.90280438,224.836
,1005,99798.3446,,0.95855,99797.38605,99799.30315,1,287.565,116.419105,39.90281434,2.87565
,1006,99832.703,,53.31793333,99779.38507,99886.02093,2,7997.69,116.4252046,39.9028487,159.9538
,1007,99932.9157,,7.8156,99925.1001,99940.7313,2,1172.34,116.423015,39.90294892,23.4468
Beijing Marriott Hotel City Wall,1008,99975.6566,,574.6721,99400.9845,100550.3287,19,9073.77,116.4279502,39.90299166,1724.0163
,1009,99976.2175,,1.104546667,99975.11295,99977.32205,2,165.682,116.4189457,39.90299222,3.31364
,1010,100012.8,,10.25461333,100002.5454,100023.0546,4,769.096,116.4356867,39.9030288,30.76384
建国公寓,1011,100062.0771,,47.2296,100014.8475,100109.3067,18,787.16,116.4340588,39.90307808,141.6888
,1012,100068.6786,,6.807483333,100061.8711,100075.4861,5,408.449,116.4337847,39.90308468,20.42245
,1013,100105.8888,,0.976753333,100104.912,100106.8656,2,146.513,116.4268959,39.90312189,2.93026
,1014,100165.7168,,3.1667,100162.5501,100168.8835,2,475.005,116.4230078,39.90318172,9.5001
,1015,100227.4696,,9.314666667,100218.1549,100236.7843,2,1397.2,116.4266788,39.90324347,27.944
,1016,100239.9207,,29.15761333,100210.7631,100269.0783,14,624.806,116.4365631,39.90325592,87.47284
